id,title,description,availability,condition,price,link,image_link,brand,google_product_category,product_type,visibility,status,additional_image_link
,Gnossienne No. 3 arranged for Guitar – Erik Satie,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910456/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,Gnossienne No. 1 for Guitar – Erik Satie,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910454/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,Giuliani Fugue for Guitar - Fughetta per Chitarra - Opus 113,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910453/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,G minor Pentatonic Backing Track | Ambient Asian Exotic,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910451/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,G Minor / B♭ Major — Upbeat Jazz Backing Track (Happy & Bright),,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910450/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,Francisco Tárrega – Prelude No. 1 in D Minor | Classical Guitar,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910369/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,G Harmonic minor Backing Track | Indian Persian Raga World Multicultural,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910368/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,"Fernando Sor – Study No. 1 in C Major, Op. 6 No. 8 – Classical Guitar",,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910365/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,Fernando Sor – Study 5 in B Minor (Op. 35 No. 22) • Classical Guitar,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910361/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,E Minor - E Harmonic Minor Backing Track – Ambient Electronic Improv,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910354/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,D Dorian Backing Track Jam with Scale Chart,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910341/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,"Couperin – Les Vieux Seigneurs ""The Old Lords"" Classical Guitar Duo",,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910336/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,La Dangereuse – François Couperin – Guitar Duo Recording,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910282/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,Classical turned Heavy Metal! Waltz No. 2 Op. 69,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910251/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,Chopin Waltz No 3 Op 34 No 2 for Guitar,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910244/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,Carcassi Etude 9 op 60 – Classical Guitar,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910225/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,"Carcassi Etude No. 7 in A Minor, Op. 60 — Classical Guitar",,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910220/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,Carcassi Etude 3 Op 60 – Classical Guitar,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910214/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,Carcassi Etude 2 op 60 – Classical Guitar,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910210/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,Carcassi Etude 1 op 60,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910206/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,C Whole Tone Ambient Creepy Jam Backing Track,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910195/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,"Bach Cello Suite No. 3 – Bourrée II, BWV 1009 for Classical Guitar",,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910187/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,Bach Cello Suite 3 Prelude for Classical Guitar BWV 1009,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910183/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,Bach Cello Suite 3 - Courante BWV 1009 C Major for Classical Guitar,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910176/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,E minor Jazz Backing Track ( 120 BPM swing) | Autumn Leaves Style,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910165/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,Adelita,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910157/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,A minor aeolian Backing Track 120 BPM,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1910146/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,F Lydian Backing Track,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1906019/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,G Major / E minor / D Mixolydian | Backing Track – Country,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1874387/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,F minor / Ab Major | Backing Track - Bossa Nova Jazz,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1874921/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
,B minor / D Major Backing Track | Synthwave Electronic Music,,in stock,new,$1.99,https://www.sheetmusicdirect.com/se/ID_No/1874273/Product.aspx,img/mp3-placeholder.png,Brian Streckfus Productions,Magazines & Catalogs,Sheet Music > Guitar > TAB,published,active,
